Finish Load the Training data and labels!!!
Finish Load the Training data and labels!!!
Train Epoch: 1 [10000/146292 (7%)]	Loss: 2.962062, Accu: 22.00%
Train Epoch: 22 [130000/146292 (89%)]	Loss: 0.575323, Accu: 88.00%
Train Epoch: 22 [140000/146292 (96%)]	Loss: 0.435037, Accu: 82.00%

Test set (34543 samples): Average loss: 0.0866, Accuracy: 32.27%

Train Epoch: 23 [10000/146292 (7%)]	Loss: 0.380484, Accu: 90.00%
Train Epoch: 23 [20000/146292 (14%)]	Loss: 0.500658, Accu: 80.00%
Train Epoch: 23 [30000/146292 (21%)]	Loss: 0.297981, Accu: 86.00%
Train Epoch: 23 [40000/146292 (27%)]	Loss: 0.546539, Accu: 86.00%
Train Epoch: 23 [50000/146292 (34%)]	Loss: 0.449618, Accu: 88.00%
Train Epoch: 23 [60000/146292 (41%)]	Loss: 0.355522, Accu: 88.00%
Train Epoch: 23 [70000/146292 (48%)]	Loss: 1.137561, Accu: 64.00%
Train Epoch: 23 [80000/146292 (55%)]	Loss: 0.687464, Accu: 78.00%
Train Epoch: 23 [90000/146292 (62%)]	Loss: 0.714491, Accu: 78.00%
Train Epoch: 23 [100000/146292 (68%)]	Loss: 0.537157, Accu: 80.00%
Train Epoch: 23 [110000/146292 (75%)]	Loss: 0.561949, Accu: 82.00%
Train Epoch: 23 [120000/146292 (82%)]	Loss: 0.335731, Accu: 88.00%
Train Epoch: 23 [130000/146292 (89%)]	Loss: 0.499141, Accu: 80.00%
Train Epoch: 23 [140000/146292 (96%)]	Loss: 0.514488, Accu: 84.00%

Test set (34543 samples): Average loss: 0.0881, Accuracy: 32.05%

Train Epoch: 24 [10000/146292 (7%)]	Loss: 0.400941, Accu: 88.00%
Train Epoch: 24 [20000/146292 (14%)]	Loss: 0.553846, Accu: 82.00%
Train Epoch: 24 [30000/146292 (21%)]	Loss: 0.540318, Accu: 80.00%
Train Epoch: 24 [40000/146292 (27%)]	Loss: 0.431899, Accu: 90.00%
Train Epoch: 24 [50000/146292 (34%)]	Loss: 0.539353, Accu: 80.00%
Train Epoch: 24 [60000/146292 (41%)]	Loss: 0.505403, Accu: 80.00%
Train Epoch: 24 [70000/146292 (48%)]	Loss: 0.384771, Accu: 92.00%
Train Epoch: 24 [80000/146292 (55%)]	Loss: 0.323757, Accu: 84.00%
Train Epoch: 24 [90000/146292 (62%)]	Loss: 0.348310, Accu: 86.00%
Train Epoch: 24 [100000/146292 (68%)]	Loss: 0.337279, Accu: 86.00%
Train Epoch: 24 [110000/146292 (75%)]	Loss: 0.513778, Accu: 80.00%
Train Epoch: 24 [120000/146292 (82%)]	Loss: 0.788584, Accu: 76.00%
Train Epoch: 24 [130000/146292 (89%)]	Loss: 0.432563, Accu: 86.00%
Train Epoch: 24 [140000/146292 (96%)]	Loss: 0.491474, Accu: 86.00%

Test set (34543 samples): Average loss: 0.0878, Accuracy: 31.26%

Train Epoch: 25 [10000/146292 (7%)]	Loss: 0.305455, Accu: 90.00%
Train Epoch: 25 [20000/146292 (14%)]	Loss: 0.753302, Accu: 80.00%
Train Epoch: 25 [30000/146292 (21%)]	Loss: 0.787387, Accu: 76.00%
Train Epoch: 25 [40000/146292 (27%)]	Loss: 0.569839, Accu: 82.00%
Train Epoch: 25 [50000/146292 (34%)]	Loss: 0.724681, Accu: 78.00%
Train Epoch: 25 [60000/146292 (41%)]	Loss: 0.447477, Accu: 86.00%
Train Epoch: 25 [70000/146292 (48%)]	Loss: 0.354854, Accu: 86.00%
Train Epoch: 25 [80000/146292 (55%)]	Loss: 0.367195, Accu: 84.00%
Train Epoch: 25 [90000/146292 (62%)]	Loss: 0.292267, Accu: 88.00%
Train Epoch: 25 [100000/146292 (68%)]	Loss: 0.319100, Accu: 86.00%
Train Epoch: 25 [110000/146292 (75%)]	Loss: 0.435932, Accu: 92.00%
Train Epoch: 25 [120000/146292 (82%)]	Loss: 0.424595, Accu: 86.00%
Train Epoch: 25 [130000/146292 (89%)]	Loss: 0.563769, Accu: 84.00%
Train Epoch: 25 [140000/146292 (96%)]	Loss: 0.450795, Accu: 86.00%

Test set (34543 samples): Average loss: 0.0906, Accuracy: 31.61%

Train Epoch: 26 [10000/146292 (7%)]	Loss: 0.312621, Accu: 90.00%
Train Epoch: 26 [20000/146292 (14%)]	Loss: 0.267374, Accu: 92.00%
Train Epoch: 26 [30000/146292 (21%)]	Loss: 0.590674, Accu: 82.00%
Train Epoch: 26 [40000/146292 (27%)]	Loss: 0.182951, Accu: 94.00%
Train Epoch: 26 [50000/146292 (34%)]	Loss: 0.406740, Accu: 86.00%
Train Epoch: 26 [60000/146292 (41%)]	Loss: 0.460438, Accu: 82.00%
Train Epoch: 26 [70000/146292 (48%)]	Loss: 0.478083, Accu: 84.00%
Train Epoch: 26 [80000/146292 (55%)]	Loss: 0.584685, Accu: 84.00%
Train Epoch: 26 [90000/146292 (62%)]	Loss: 0.385839, Accu: 88.00%
Train Epoch: 26 [100000/146292 (68%)]	Loss: 0.686930, Accu: 76.00%
Train Epoch: 26 [110000/146292 (75%)]	Loss: 0.648788, Accu: 82.00%
Train Epoch: 26 [120000/146292 (82%)]	Loss: 0.394198, Accu: 84.00%
Train Epoch: 26 [130000/146292 (89%)]	Loss: 0.578814, Accu: 86.00%
Train Epoch: 26 [140000/146292 (96%)]	Loss: 0.349515, Accu: 86.00%

Test set (34543 samples): Average loss: 0.0936, Accuracy: 32.31%

Train Epoch: 27 [10000/146292 (7%)]	Loss: 0.262083, Accu: 90.00%
Train Epoch: 27 [20000/146292 (14%)]	Loss: 0.565723, Accu: 80.00%
Train Epoch: 27 [30000/146292 (21%)]	Loss: 0.344987, Accu: 90.00%
Train Epoch: 27 [40000/146292 (27%)]	Loss: 0.381358, Accu: 84.00%
Train Epoch: 27 [50000/146292 (34%)]	Loss: 0.157902, Accu: 98.00%
Train Epoch: 27 [60000/146292 (41%)]	Loss: 0.177247, Accu: 96.00%
Train Epoch: 27 [70000/146292 (48%)]	Loss: 0.510858, Accu: 86.00%
Train Epoch: 27 [80000/146292 (55%)]	Loss: 0.461071, Accu: 90.00%
Train Epoch: 27 [90000/146292 (62%)]	Loss: 0.353795, Accu: 88.00%
Train Epoch: 27 [100000/146292 (68%)]	Loss: 0.477753, Accu: 78.00%
Train Epoch: 27 [110000/146292 (75%)]	Loss: 0.541193, Accu: 82.00%
Train Epoch: 27 [120000/146292 (82%)]	Loss: 0.390339, Accu: 90.00%
Train Epoch: 27 [130000/146292 (89%)]	Loss: 0.432974, Accu: 90.00%
Train Epoch: 27 [140000/146292 (96%)]	Loss: 0.310510, Accu: 90.00%

Test set (34543 samples): Average loss: 0.0937, Accuracy: 32.14%

Train Epoch: 28 [10000/146292 (7%)]	Loss: 0.388064, Accu: 88.00%
Train Epoch: 28 [20000/146292 (14%)]	Loss: 0.536546, Accu: 88.00%
Train Epoch: 28 [30000/146292 (21%)]	Loss: 0.463846, Accu: 80.00%
Train Epoch: 28 [40000/146292 (27%)]	Loss: 0.237670, Accu: 90.00%
Train Epoch: 28 [50000/146292 (34%)]	Loss: 0.195301, Accu: 94.00%
Train Epoch: 28 [60000/146292 (41%)]	Loss: 0.258695, Accu: 90.00%
Train Epoch: 28 [70000/146292 (48%)]	Loss: 0.239453, Accu: 92.00%
Train Epoch: 28 [80000/146292 (55%)]	Loss: 0.372608, Accu: 90.00%
Train Epoch: 28 [90000/146292 (62%)]	Loss: 0.341393, Accu: 90.00%
Train Epoch: 28 [100000/146292 (68%)]	Loss: 0.414421, Accu: 84.00%
Train Epoch: 28 [110000/146292 (75%)]	Loss: 0.285081, Accu: 88.00%
Train Epoch: 28 [120000/146292 (82%)]	Loss: 0.610470, Accu: 80.00%
Train Epoch: 28 [130000/146292 (89%)]	Loss: 0.443651, Accu: 84.00%
Train Epoch: 28 [140000/146292 (96%)]	Loss: 0.268028, Accu: 88.00%

Test set (34543 samples): Average loss: 0.0996, Accuracy: 32.26%

Train Epoch: 29 [10000/146292 (7%)]	Loss: 0.260339, Accu: 94.00%
Train Epoch: 29 [20000/146292 (14%)]	Loss: 0.209788, Accu: 90.00%
Train Epoch: 29 [30000/146292 (21%)]	Loss: 0.291178, Accu: 92.00%
Train Epoch: 29 [40000/146292 (27%)]	Loss: 0.528692, Accu: 78.00%
Train Epoch: 29 [50000/146292 (34%)]	Loss: 0.343124, Accu: 92.00%
Train Epoch: 29 [60000/146292 (41%)]	Loss: 0.283111, Accu: 90.00%
Train Epoch: 29 [70000/146292 (48%)]	Loss: 0.319767, Accu: 90.00%
Train Epoch: 29 [80000/146292 (55%)]	Loss: 0.690589, Accu: 84.00%
Train Epoch: 29 [90000/146292 (62%)]	Loss: 0.480660, Accu: 86.00%
Train Epoch: 29 [100000/146292 (68%)]	Loss: 0.565566, Accu: 84.00%
Train Epoch: 29 [110000/146292 (75%)]	Loss: 0.406548, Accu: 82.00%
Train Epoch: 29 [120000/146292 (82%)]	Loss: 0.301976, Accu: 88.00%
Train Epoch: 29 [130000/146292 (89%)]	Loss: 0.186082, Accu: 96.00%
Train Epoch: 29 [140000/146292 (96%)]	Loss: 0.257468, Accu: 88.00%

Test set (34543 samples): Average loss: 0.0974, Accuracy: 32.63%

Train Epoch: 30 [10000/146292 (7%)]	Loss: 0.132192, Accu: 98.00%
Train Epoch: 30 [20000/146292 (14%)]	Loss: 0.509069, Accu: 84.00%
Train Epoch: 30 [30000/146292 (21%)]	Loss: 0.397862, Accu: 88.00%
Train Epoch: 30 [40000/146292 (27%)]	Loss: 0.372974, Accu: 86.00%
Train Epoch: 30 [50000/146292 (34%)]	Loss: 0.405080, Accu: 86.00%
Train Epoch: 30 [60000/146292 (41%)]	Loss: 0.406665, Accu: 80.00%
Train Epoch: 30 [70000/146292 (48%)]	Loss: 0.348955, Accu: 88.00%
Train Epoch: 30 [80000/146292 (55%)]	Loss: 0.189974, Accu: 94.00%
Train Epoch: 30 [90000/146292 (62%)]	Loss: 0.245651, Accu: 94.00%
Train Epoch: 30 [100000/146292 (68%)]	Loss: 0.514960, Accu: 84.00%
Train Epoch: 30 [110000/146292 (75%)]	Loss: 0.259345, Accu: 90.00%
Train Epoch: 30 [120000/146292 (82%)]	Loss: 0.244189, Accu: 90.00%
Train Epoch: 30 [130000/146292 (89%)]	Loss: 0.339958, Accu: 86.00%
Train Epoch: 30 [140000/146292 (96%)]	Loss: 0.403764, Accu: 86.00%

Test set (34543 samples): Average loss: 0.1002, Accuracy: 32.26%

Train Epoch: 31 [10000/146292 (7%)]	Loss: 0.387254, Accu: 86.00%
Train Epoch: 31 [20000/146292 (14%)]	Loss: 0.636934, Accu: 82.00%
Train Epoch: 31 [30000/146292 (21%)]	Loss: 0.174774, Accu: 90.00%
Train Epoch: 31 [40000/146292 (27%)]	Loss: 0.183988, Accu: 92.00%
Train Epoch: 31 [50000/146292 (34%)]	Loss: 0.384526, Accu: 90.00%
Train Epoch: 31 [60000/146292 (41%)]	Loss: 0.450381, Accu: 86.00%
Train Epoch: 31 [70000/146292 (48%)]	Loss: 0.339491, Accu: 92.00%
Train Epoch: 31 [80000/146292 (55%)]	Loss: 0.223662, Accu: 96.00%
Train Epoch: 31 [90000/146292 (62%)]	Loss: 0.147220, Accu: 96.00%
Train Epoch: 31 [100000/146292 (68%)]	Loss: 0.159367, Accu: 92.00%
Train Epoch: 31 [110000/146292 (75%)]	Loss: 0.505879, Accu: 86.00%
Train Epoch: 31 [120000/146292 (82%)]	Loss: 0.620755, Accu: 78.00%
Train Epoch: 31 [130000/146292 (89%)]	Loss: 0.459994, Accu: 82.00%
Train Epoch: 31 [140000/146292 (96%)]	Loss: 0.243718, Accu: 90.00%

Test set (34543 samples): Average loss: 0.1015, Accuracy: 32.17%

Train Epoch: 32 [10000/146292 (7%)]	Loss: 0.306637, Accu: 92.00%
Train Epoch: 32 [20000/146292 (14%)]	Loss: 0.365930, Accu: 88.00%
Train Epoch: 32 [30000/146292 (21%)]	Loss: 0.347932, Accu: 86.00%
Train Epoch: 32 [40000/146292 (27%)]	Loss: 0.281308, Accu: 92.00%
Train Epoch: 32 [50000/146292 (34%)]	Loss: 0.295830, Accu: 90.00%
Train Epoch: 32 [60000/146292 (41%)]	Loss: 0.483225, Accu: 76.00%
Train Epoch: 32 [70000/146292 (48%)]	Loss: 0.170968, Accu: 94.00%
Train Epoch: 32 [80000/146292 (55%)]	Loss: 0.203736, Accu: 96.00%
Train Epoch: 32 [90000/146292 (62%)]	Loss: 0.294221, Accu: 88.00%
Train Epoch: 32 [100000/146292 (68%)]	Loss: 0.338676, Accu: 86.00%
Train Epoch: 32 [110000/146292 (75%)]	Loss: 0.134090, Accu: 98.00%
Train Epoch: 32 [120000/146292 (82%)]	Loss: 0.215137, Accu: 90.00%
Train Epoch: 32 [130000/146292 (89%)]	Loss: 0.529335, Accu: 82.00%
Train Epoch: 32 [140000/146292 (96%)]	Loss: 0.734069, Accu: 80.00%

Test set (34543 samples): Average loss: 0.1036, Accuracy: 32.68%

Train Epoch: 33 [10000/146292 (7%)]	Loss: 0.308822, Accu: 88.00%
Train Epoch: 33 [20000/146292 (14%)]	Loss: 0.335852, Accu: 90.00%
Train Epoch: 33 [30000/146292 (21%)]	Loss: 0.435255, Accu: 88.00%
Train Epoch: 33 [40000/146292 (27%)]	Loss: 0.400264, Accu: 90.00%
Train Epoch: 33 [50000/146292 (34%)]	Loss: 0.208605, Accu: 94.00%
Train Epoch: 33 [60000/146292 (41%)]	Loss: 0.179621, Accu: 94.00%
Train Epoch: 33 [70000/146292 (48%)]	Loss: 0.386858, Accu: 86.00%
Train Epoch: 33 [80000/146292 (55%)]	Loss: 0.211794, Accu: 96.00%
Train Epoch: 33 [90000/146292 (62%)]	Loss: 0.345986, Accu: 92.00%
Train Epoch: 33 [100000/146292 (68%)]	Loss: 0.440516, Accu: 84.00%
Train Epoch: 33 [110000/146292 (75%)]	Loss: 0.353535, Accu: 86.00%
Train Epoch: 33 [120000/146292 (82%)]	Loss: 0.479295, Accu: 86.00%
Train Epoch: 33 [130000/146292 (89%)]	Loss: 0.382089, Accu: 90.00%
Train Epoch: 33 [140000/146292 (96%)]	Loss: 0.120363, Accu: 100.00%

Test set (34543 samples): Average loss: 0.1020, Accuracy: 30.95%

Train Epoch: 34 [10000/146292 (7%)]	Loss: 0.158772, Accu: 94.00%
Train Epoch: 34 [20000/146292 (14%)]	Loss: 0.287550, Accu: 88.00%
Train Epoch: 34 [30000/146292 (21%)]	Loss: 0.240806, Accu: 92.00%
Train Epoch: 34 [40000/146292 (27%)]	Loss: 0.262412, Accu: 92.00%
Train Epoch: 34 [50000/146292 (34%)]	Loss: 0.383029, Accu: 92.00%
Train Epoch: 34 [60000/146292 (41%)]	Loss: 0.286087, Accu: 96.00%
Train Epoch: 34 [70000/146292 (48%)]	Loss: 0.433114, Accu: 84.00%
Train Epoch: 34 [80000/146292 (55%)]	Loss: 0.372052, Accu: 90.00%
Train Epoch: 34 [90000/146292 (62%)]	Loss: 0.461823, Accu: 86.00%
Train Epoch: 34 [100000/146292 (68%)]	Loss: 0.143299, Accu: 96.00%
Train Epoch: 34 [110000/146292 (75%)]	Loss: 0.177262, Accu: 96.00%
Train Epoch: 34 [120000/146292 (82%)]	Loss: 0.398752, Accu: 92.00%
Train Epoch: 34 [130000/146292 (89%)]	Loss: 0.730308, Accu: 84.00%
Train Epoch: 34 [140000/146292 (96%)]	Loss: 0.138069, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1055, Accuracy: 31.64%

Train Epoch: 35 [10000/146292 (7%)]	Loss: 0.223200, Accu: 88.00%
Train Epoch: 35 [20000/146292 (14%)]	Loss: 0.219913, Accu: 92.00%
Train Epoch: 35 [30000/146292 (21%)]	Loss: 0.345733, Accu: 90.00%
Train Epoch: 35 [40000/146292 (27%)]	Loss: 0.302382, Accu: 88.00%
Train Epoch: 35 [50000/146292 (34%)]	Loss: 0.195499, Accu: 94.00%
Train Epoch: 35 [60000/146292 (41%)]	Loss: 0.285792, Accu: 94.00%
Train Epoch: 35 [70000/146292 (48%)]	Loss: 0.303201, Accu: 92.00%
Train Epoch: 35 [80000/146292 (55%)]	Loss: 0.182150, Accu: 92.00%
Train Epoch: 35 [90000/146292 (62%)]	Loss: 0.251394, Accu: 88.00%
Train Epoch: 35 [100000/146292 (68%)]	Loss: 0.148940, Accu: 94.00%
Train Epoch: 35 [110000/146292 (75%)]	Loss: 0.344034, Accu: 88.00%
Train Epoch: 35 [120000/146292 (82%)]	Loss: 0.571420, Accu: 82.00%
Train Epoch: 35 [130000/146292 (89%)]	Loss: 0.296317, Accu: 88.00%
Train Epoch: 35 [140000/146292 (96%)]	Loss: 0.222489, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1049, Accuracy: 31.99%

Train Epoch: 36 [10000/146292 (7%)]	Loss: 0.107916, Accu: 100.00%
Train Epoch: 36 [20000/146292 (14%)]	Loss: 0.351031, Accu: 94.00%
Train Epoch: 36 [30000/146292 (21%)]	Loss: 0.233234, Accu: 92.00%
Train Epoch: 36 [40000/146292 (27%)]	Loss: 0.339665, Accu: 88.00%
Train Epoch: 36 [50000/146292 (34%)]	Loss: 0.271333, Accu: 90.00%
Train Epoch: 36 [60000/146292 (41%)]	Loss: 0.345120, Accu: 92.00%
Train Epoch: 36 [70000/146292 (48%)]	Loss: 0.148691, Accu: 92.00%
Train Epoch: 36 [80000/146292 (55%)]	Loss: 0.242532, Accu: 88.00%
Train Epoch: 36 [90000/146292 (62%)]	Loss: 0.144075, Accu: 96.00%
Train Epoch: 36 [100000/146292 (68%)]	Loss: 0.330620, Accu: 96.00%
Train Epoch: 36 [110000/146292 (75%)]	Loss: 0.357003, Accu: 88.00%
Train Epoch: 36 [120000/146292 (82%)]	Loss: 0.142008, Accu: 94.00%
Train Epoch: 36 [130000/146292 (89%)]	Loss: 0.251682, Accu: 90.00%
Train Epoch: 36 [140000/146292 (96%)]	Loss: 0.292981, Accu: 86.00%

Test set (34543 samples): Average loss: 0.1047, Accuracy: 32.54%

Train Epoch: 37 [10000/146292 (7%)]	Loss: 0.319999, Accu: 92.00%
Train Epoch: 37 [20000/146292 (14%)]	Loss: 0.287405, Accu: 90.00%
Train Epoch: 37 [30000/146292 (21%)]	Loss: 0.256571, Accu: 90.00%
Train Epoch: 37 [40000/146292 (27%)]	Loss: 0.201487, Accu: 94.00%
Train Epoch: 37 [50000/146292 (34%)]	Loss: 0.538637, Accu: 78.00%
Train Epoch: 37 [60000/146292 (41%)]	Loss: 0.136949, Accu: 96.00%
Train Epoch: 37 [70000/146292 (48%)]	Loss: 0.252309, Accu: 92.00%
Train Epoch: 37 [80000/146292 (55%)]	Loss: 0.345825, Accu: 92.00%
Train Epoch: 37 [90000/146292 (62%)]	Loss: 0.291014, Accu: 92.00%
Train Epoch: 37 [100000/146292 (68%)]	Loss: 0.481942, Accu: 84.00%
Train Epoch: 37 [110000/146292 (75%)]	Loss: 0.196102, Accu: 96.00%
Train Epoch: 37 [120000/146292 (82%)]	Loss: 0.270114, Accu: 88.00%
Train Epoch: 37 [130000/146292 (89%)]	Loss: 0.237534, Accu: 88.00%
Train Epoch: 37 [140000/146292 (96%)]	Loss: 0.134094, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1104, Accuracy: 31.13%

Train Epoch: 38 [10000/146292 (7%)]	Loss: 0.160163, Accu: 94.00%
Train Epoch: 38 [20000/146292 (14%)]	Loss: 0.140531, Accu: 96.00%
Train Epoch: 38 [30000/146292 (21%)]	Loss: 0.242400, Accu: 90.00%
Train Epoch: 38 [40000/146292 (27%)]	Loss: 0.426036, Accu: 92.00%
Train Epoch: 38 [50000/146292 (34%)]	Loss: 0.439720, Accu: 90.00%
Train Epoch: 38 [60000/146292 (41%)]	Loss: 0.348790, Accu: 94.00%
Train Epoch: 38 [70000/146292 (48%)]	Loss: 0.215161, Accu: 94.00%
Train Epoch: 38 [80000/146292 (55%)]	Loss: 0.182161, Accu: 94.00%
Train Epoch: 38 [90000/146292 (62%)]	Loss: 0.226666, Accu: 92.00%
Train Epoch: 38 [100000/146292 (68%)]	Loss: 0.096194, Accu: 96.00%
Train Epoch: 38 [110000/146292 (75%)]	Loss: 0.237820, Accu: 90.00%
Train Epoch: 38 [120000/146292 (82%)]	Loss: 0.281273, Accu: 90.00%
Train Epoch: 38 [130000/146292 (89%)]	Loss: 0.247007, Accu: 94.00%
Train Epoch: 38 [140000/146292 (96%)]	Loss: 0.372448, Accu: 86.00%

Test set (34543 samples): Average loss: 0.1056, Accuracy: 32.88%

Train Epoch: 39 [10000/146292 (7%)]	Loss: 0.175711, Accu: 92.00%
Train Epoch: 39 [20000/146292 (14%)]	Loss: 0.256500, Accu: 92.00%
Train Epoch: 39 [30000/146292 (21%)]	Loss: 0.226204, Accu: 88.00%
Train Epoch: 39 [40000/146292 (27%)]	Loss: 0.214827, Accu: 90.00%
Train Epoch: 39 [50000/146292 (34%)]	Loss: 0.380784, Accu: 86.00%
Train Epoch: 39 [60000/146292 (41%)]	Loss: 0.277757, Accu: 90.00%
Train Epoch: 39 [70000/146292 (48%)]	Loss: 0.458312, Accu: 86.00%
Train Epoch: 39 [80000/146292 (55%)]	Loss: 0.140204, Accu: 94.00%
Train Epoch: 39 [90000/146292 (62%)]	Loss: 0.228969, Accu: 92.00%
Train Epoch: 39 [100000/146292 (68%)]	Loss: 0.352689, Accu: 90.00%
Train Epoch: 39 [110000/146292 (75%)]	Loss: 0.272337, Accu: 92.00%
Train Epoch: 39 [120000/146292 (82%)]	Loss: 0.177028, Accu: 92.00%
Train Epoch: 39 [130000/146292 (89%)]	Loss: 0.212459, Accu: 92.00%
Train Epoch: 39 [140000/146292 (96%)]	Loss: 0.229723, Accu: 90.00%

Test set (34543 samples): Average loss: 0.1119, Accuracy: 31.91%

Train Epoch: 40 [10000/146292 (7%)]	Loss: 0.087789, Accu: 98.00%
Train Epoch: 40 [20000/146292 (14%)]	Loss: 0.135240, Accu: 96.00%
Train Epoch: 40 [30000/146292 (21%)]	Loss: 0.397581, Accu: 88.00%
Train Epoch: 40 [40000/146292 (27%)]	Loss: 0.287862, Accu: 88.00%
Train Epoch: 40 [50000/146292 (34%)]	Loss: 0.210946, Accu: 94.00%
Train Epoch: 40 [60000/146292 (41%)]	Loss: 0.264063, Accu: 94.00%
Train Epoch: 40 [70000/146292 (48%)]	Loss: 0.316531, Accu: 88.00%
Train Epoch: 40 [80000/146292 (55%)]	Loss: 0.273125, Accu: 92.00%
Train Epoch: 40 [90000/146292 (62%)]	Loss: 0.173243, Accu: 94.00%
Train Epoch: 40 [100000/146292 (68%)]	Loss: 0.951143, Accu: 74.00%
Train Epoch: 40 [110000/146292 (75%)]	Loss: 0.342971, Accu: 92.00%
Train Epoch: 40 [120000/146292 (82%)]	Loss: 0.152468, Accu: 92.00%
Train Epoch: 40 [130000/146292 (89%)]	Loss: 0.305654, Accu: 86.00%
Train Epoch: 40 [140000/146292 (96%)]	Loss: 0.191521, Accu: 90.00%

Test set (34543 samples): Average loss: 0.1134, Accuracy: 32.39%

Train Epoch: 41 [10000/146292 (7%)]	Loss: 0.226357, Accu: 92.00%
Train Epoch: 41 [20000/146292 (14%)]	Loss: 0.312146, Accu: 88.00%
Train Epoch: 41 [30000/146292 (21%)]	Loss: 0.307432, Accu: 94.00%
Train Epoch: 41 [40000/146292 (27%)]	Loss: 0.229787, Accu: 92.00%
Train Epoch: 41 [50000/146292 (34%)]	Loss: 0.158185, Accu: 94.00%
Train Epoch: 41 [60000/146292 (41%)]	Loss: 0.200921, Accu: 94.00%
Train Epoch: 41 [70000/146292 (48%)]	Loss: 0.245960, Accu: 88.00%
Train Epoch: 41 [80000/146292 (55%)]	Loss: 0.486206, Accu: 90.00%
Train Epoch: 41 [90000/146292 (62%)]	Loss: 0.264583, Accu: 90.00%
Train Epoch: 41 [100000/146292 (68%)]	Loss: 0.210398, Accu: 98.00%
Train Epoch: 41 [110000/146292 (75%)]	Loss: 0.206803, Accu: 92.00%
Train Epoch: 41 [120000/146292 (82%)]	Loss: 0.208703, Accu: 90.00%
Train Epoch: 41 [130000/146292 (89%)]	Loss: 0.309057, Accu: 86.00%
Train Epoch: 41 [140000/146292 (96%)]	Loss: 0.621686, Accu: 88.00%

Test set (34543 samples): Average loss: 0.1144, Accuracy: 32.01%

Train Epoch: 42 [10000/146292 (7%)]	Loss: 0.183925, Accu: 96.00%
Train Epoch: 42 [20000/146292 (14%)]	Loss: 0.180429, Accu: 94.00%
Train Epoch: 42 [30000/146292 (21%)]	Loss: 0.362231, Accu: 84.00%
Train Epoch: 42 [40000/146292 (27%)]	Loss: 0.217829, Accu: 92.00%
Train Epoch: 42 [50000/146292 (34%)]	Loss: 0.273487, Accu: 90.00%
Train Epoch: 42 [60000/146292 (41%)]	Loss: 0.256400, Accu: 88.00%
Train Epoch: 42 [70000/146292 (48%)]	Loss: 0.249947, Accu: 90.00%
Train Epoch: 42 [80000/146292 (55%)]	Loss: 0.251649, Accu: 88.00%
Train Epoch: 42 [90000/146292 (62%)]	Loss: 0.283533, Accu: 92.00%
Train Epoch: 42 [100000/146292 (68%)]	Loss: 0.126276, Accu: 96.00%
Train Epoch: 42 [110000/146292 (75%)]	Loss: 0.189776, Accu: 98.00%
Train Epoch: 42 [120000/146292 (82%)]	Loss: 0.175889, Accu: 92.00%
Train Epoch: 42 [130000/146292 (89%)]	Loss: 0.285170, Accu: 92.00%
Train Epoch: 42 [140000/146292 (96%)]	Loss: 0.191790, Accu: 96.00%

Test set (34543 samples): Average loss: 0.1122, Accuracy: 30.74%

Train Epoch: 43 [10000/146292 (7%)]	Loss: 0.274178, Accu: 94.00%
Train Epoch: 43 [20000/146292 (14%)]	Loss: 0.149669, Accu: 92.00%
Train Epoch: 43 [30000/146292 (21%)]	Loss: 0.186577, Accu: 92.00%
Train Epoch: 43 [40000/146292 (27%)]	Loss: 0.284748, Accu: 90.00%
Train Epoch: 43 [50000/146292 (34%)]	Loss: 0.235360, Accu: 92.00%
Train Epoch: 43 [60000/146292 (41%)]	Loss: 0.151291, Accu: 94.00%
Train Epoch: 43 [70000/146292 (48%)]	Loss: 0.141173, Accu: 96.00%
Train Epoch: 43 [80000/146292 (55%)]	Loss: 0.199486, Accu: 88.00%
Train Epoch: 43 [90000/146292 (62%)]	Loss: 0.135837, Accu: 94.00%
Train Epoch: 43 [100000/146292 (68%)]	Loss: 0.281550, Accu: 90.00%
Train Epoch: 43 [110000/146292 (75%)]	Loss: 0.213309, Accu: 92.00%
Train Epoch: 43 [120000/146292 (82%)]	Loss: 0.267165, Accu: 96.00%
Train Epoch: 43 [130000/146292 (89%)]	Loss: 0.071286, Accu: 94.00%
Train Epoch: 43 [140000/146292 (96%)]	Loss: 0.460649, Accu: 88.00%

Test set (34543 samples): Average loss: 0.1175, Accuracy: 31.78%

Train Epoch: 44 [10000/146292 (7%)]	Loss: 0.116166, Accu: 96.00%
Train Epoch: 44 [20000/146292 (14%)]	Loss: 0.235889, Accu: 90.00%
Train Epoch: 44 [30000/146292 (21%)]	Loss: 0.129784, Accu: 94.00%
Train Epoch: 44 [40000/146292 (27%)]	Loss: 0.254525, Accu: 90.00%
Train Epoch: 44 [50000/146292 (34%)]	Loss: 0.153138, Accu: 94.00%
Train Epoch: 44 [60000/146292 (41%)]	Loss: 0.359600, Accu: 90.00%
Train Epoch: 44 [70000/146292 (48%)]	Loss: 0.253630, Accu: 90.00%
Train Epoch: 44 [80000/146292 (55%)]	Loss: 0.241212, Accu: 96.00%
Train Epoch: 44 [90000/146292 (62%)]	Loss: 0.106868, Accu: 96.00%
